0,0,70,0.483,0.464
0,0,187,0.482,0.474
0,0,338,0.435,0.516
0,0,472,0.23,0.306
0,0,606,0.183,0.298
0,0,736,0.157,0.293
0,0,871,0.139,0.269
0,0,1004,0.158,0.279
0,0,1154,0.153,0.269
0,0,1270,0.187,0.246
0,0,1388,0.239,0.216
0,0,1536,0.316,0.191
0,0,1671,0.362,0.175
0,0,1803,0.405,0.204
0,0,1954,0.434,0.217
0,0,2054,0.495,0.211
0,0,2188,0.541,0.211
0,0,2337,0.588,0.203
0,0,2470,0.614,0.199
0,0,2605,0.685,0.191
0,0,2756,0.732,0.176
0,0,2871,0.801,0.167
0,0,2986,0.803,0.168
0,0,3155,0.842,0.197
0,0,3272,0.855,0.178
0,0,3388,0.78,0.213
0,0,3555,0.23,0.261
0,0,3670,0.175,0.222
0,0,3803,0.109,0.218
0,0,3955,0.147,0.246
0,0,4070,0.12,0.265
0,0,4205,0.118,0.281
0,0,4336,0.123,0.27
0,0,4472,0.142,0.29
0,0,4621,0.105,0.293
0,0,4737,0.081,0.29
0,0,4870,0.056,0.273
0,0,5004,0.012,0.252
0,0,5136,0.018,0.256
0,0,5271,0.045,0.26
0,0,5405,0.184,0.296
0,0,5537,0.254,0.331
0,0,5672,0.266,0.31
0,0,5821,0.286,0.279
0,0,5953,0.314,0.294
0,0,6070,0.391,0.286
0,0,6203,0.438,0.308
0,0,6336,0.499,0.336
0,0,6470,0.525,0.341
0,0,6605,0.529,0.326
0,0,6737,0.588,0.333
0,0,6871,0.603,0.312
0,0,7021,0.638,0.299
0,0,7155,0.687,0.289
0,0,7272,0.749,0.276
0,0,7403,0.772,0.27
0,0,7555,0.839,0.264
0,0,7669,0.852,0.255
0,0,7822,0.855,0.251
0,0,7937,0.857,0.224
0,0,8087,0.865,0.22
0,0,8224,0.556,0.508
0,0,8355,0.374,0.796
0,0,8487,0.228,0.454
0,0,8603,0.193,0.368
0,0,8737,0.172,0.357
0,0,8889,0.173,0.355
0,0,9004,0.171,0.356
0,0,9136,0.166,0.364
0,0,9288,0.175,0.369
0,0,9405,0.196,0.368
0,0,9536,0.228,0.369
0,0,9688,0.279,0.366
0,0,9821,0.348,0.356
0,0,9955,0.445,0.342
0,0,10086,0.511,0.333
0,0,10222,0.682,0.315
0,0,10336,0.684,0.333
0,0,10486,0.747,0.321
0,0,10604,0.826,0.306
0,0,10736,0.809,0.327
0,0,10886,0.289,0.39
0,0,11003,0.264,0.345
0,0,11155,0.225,0.341
0,0,11289,0.138,0.355
0,0,11405,0.126,0.391
0,0,11536,0.125,0.408
0,0,11687,0.138,0.414
0,0,11804,0.14,0.425
0,0,11956,0.178,0.455
