1,0,0,0.486,0.438
1,0,30,0.474,0.399
1,0,97,0.465,0.384
1,0,147,0.444,0.364
1,0,232,0.434,0.357
1,0,297,0.331,0.322
1,0,363,0.246,0.319
1,0,430,0.204,0.293
1,0,497,0.165,0.274
1,0,564,0.156,0.245
1,0,630,0.116,0.218
1,0,696,0.113,0.202
1,0,763,0.114,0.174
1,0,830,0.118,0.157
1,0,898,0.121,0.15
1,0,981,0.127,0.151
1,0,1031,0.134,0.152
1,0,1097,0.142,0.135
1,0,1163,0.156,0.133
1,0,1231,0.175,0.129
1,0,1298,0.187,0.133
1,0,1381,0.2,0.14
1,0,1430,0.215,0.147
1,0,1497,0.229,0.153
1,0,1564,0.239,0.153
1,0,1630,0.259,0.154
1,0,1697,0.283,0.154
1,0,1781,0.3,0.16
1,0,1831,0.32,0.165
1,0,1898,0.334,0.167
1,0,1963,0.336,0.165
1,0,2031,0.337,0.159
1,0,2113,0.348,0.153
1,0,2163,0.353,0.148
1,0,2231,0.357,0.147
1,0,2297,0.362,0.148
1,0,2364,0.366,0.151
1,0,2430,0.373,0.156
1,0,2514,0.382,0.16
1,0,2563,0.394,0.161
1,0,2631,0.403,0.161
1,0,2697,0.423,0.17
1,0,2764,0.434,0.179
1,0,2847,0.469,0.191
1,0,2914,0.5,0.188
1,0,2966,0.508,0.192
1,0,3031,0.51,0.195
1,0,3097,0.542,0.208
1,0,3164,0.576,0.203
1,0,3247,0.585,0.205
1,0,3313,0.592,0.204
1,0,3381,0.592,0.207
1,0,3432,0.589,0.206
1,0,3497,0.599,0.207
1,0,3580,0.62,0.209
1,0,3647,0.638,0.208
1,0,3714,0.649,0.202
1,0,3765,0.661,0.196
1,0,3830,0.675,0.197
1,0,3896,0.689,0.198
1,0,3980,0.698,0.194
1,0,4047,0.726,0.197
1,0,4114,0.721,0.199
1,0,4180,0.732,0.196
1,0,4231,0.742,0.191
1,0,4331,0.746,0.19
1,0,4380,0.511,0.203
1,0,4447,0.223,0.19
1,0,4514,0.197,0.191
1,0,4581,0.182,0.198
1,0,4631,0.171,0.204
1,0,4714,0.164,0.21
1,0,4780,0.166,0.224
1,0,4847,0.171,0.232
1,0,4914,0.174,0.234
1,0,4981,0.176,0.241
1,0,5031,0.185,0.254
1,0,5114,0.196,0.258
1,0,5180,0.198,0.273
1,0,5247,0.204,0.274
1,0,5314,0.209,0.277
1,0,5366,0.215,0.279
1,0,5447,0.223,0.281
1,0,5514,0.224,0.282
1,0,5580,0.229,0.284
1,0,5647,0.233,0.283
1,0,5719,0.235,0.281
1,0,5781,0.236,0.28
1,0,5848,0.237,0.284
1,0,5914,0.251,0.288
1,0,5981,0.27,0.292
1,0,6047,0.28,0.294
1,0,6114,0.288,0.294
1,0,6197,0.305,0.292
1,0,6248,0.322,0.289
1,0,6314,0.333,0.291
1,0,6380,0.341,0.293
1,0,6447,0.358,0.295
1,0,6514,0.38,0.29
1,0,6598,0.392,0.287
1,0,6647,0.405,0.285
1,0,6714,0.424,0.282
1,0,6780,0.44,0.283
1,0,6847,0.472,0.283
1,0,6931,0.495,0.283
1,0,6981,0.499,0.282
1,0,7048,0.505,0.282
1,0,7113,0.532,0.288
1,0,7180,0.552,0.289
1,0,7248,0.559,0.293
1,0,7331,0.566,0.3
1,0,7381,0.58,0.308
1,0,7447,0.594,0.316
1,0,7513,0.611,0.318
1,0,7580,0.626,0.311
1,0,7664,0.642,0.307
1,0,7730,0.652,0.303
1,0,7783,0.659,0.301
1,0,7847,0.664,0.3
1,0,7915,0.679,0.299
1,0,7981,0.69,0.298
1,0,8063,0.695,0.297
1,0,8131,0.707,0.294
1,0,8180,0.713,0.295
1,0,8248,0.722,0.294
1,0,8314,0.385,0.336
1,0,8381,0.227,0.347
1,0,8464,0.22,0.353
1,0,8530,0.235,0.372
1,0,8598,0.223,0.373
1,0,8648,0.216,0.373
1,0,8713,0.214,0.377
1,0,8798,0.212,0.382
1,0,8864,0.204,0.383
1,0,8932,0.211,0.382
1,0,8997,0.222,0.39
1,0,9047,0.223,0.392
1,0,9113,0.221,0.395
1,0,9198,0.22,0.399
1,0,9264,0.219,0.407
1,0,9331,0.223,0.405
1,0,9380,0.226,0.405
1,0,9448,0.229,0.408
1,0,9530,0.236,0.412
1,0,9597,0.24,0.408
1,0,9664,0.25,0.409
1,0,9731,0.271,0.412
1,0,9782,0.28,0.412
1,0,9846,0.29,0.414
1,0,9931,0.309,0.414
1,0,9997,0.331,0.411
1,0,10063,0.346,0.405
1,0,10131,0.363,0.408
1,0,10181,0.418,0.408
1,0,10263,0.482,0.406
1,0,10330,0.519,0.408
1,0,10399,0.53,0.412
1,0,10463,0.546,0.414
